,sentiment_polarity
662,0.0102276130578017
663,0.1490384615384615
664,-0.025719246031746
665,0.1245482295482295
666,-0.1487939958592132
667,-0.1462813620071684
668,0.0355026455026454
669,-0.0196344735077129
670,0.0553571428571428
671,0.0996119929453263
672,-0.0484818228366615
673,0.0644886363636363
674,-0.0215327536448226
675,-0.0450892857142857
676,0.1393939393939394
677,-0.058130081300813
678,0.1226851851851851
679,0.3398415977961433
680,-0.0052478354978354
681,-0.0855823863636364
682,0.0071941216678058
683,0.128395061728395
684,-0.1594763630089717
685,0.1701388888888888
686,0.1307936507936508
687,-0.3384615384615384
688,-0.0004719004719004
689,-0.0416148989898989
690,-0.2469246031746031
691,0.1490421455938697
692,0.1415584415584415
693,0.284475916803503
694,0.1690230224321133
695,0.0199494949494949
696,0.1084795321637427
697,-0.0801060606060606
698,0.0194390084801043
699,0.0718434343434343
700,-0.0572800925925925
701,-0.1693121693121693
702,-0.0828241719520789
703,0.1701388888888889
704,0.3218676122931441
705,0.0826923076923076
706,0.4112179487179487
707,-0.0234330886504799
708,-0.2915458937198067
709,-0.024142156862745
710,0.2576923076923077
712,0.0764665286404417
713,-0.0007210031347962
714,0.5
715,0.0642857142857143
716,-0.2430886243386244
717,0.1428030303030303
718,0.0716931216931216
719,0.0830609668109668
720,0.0072916666666666
721,-0.0126077097505668
722,-0.1190416065416066
723,0.1009575569358177
724,0.1521201814058957
725,-0.0211640211640211
727,0.1371610845295055
728,0.0952991452991453
729,-0.1395622895622895
730,0.266504329004329
731,0.2113174603174603
732,0.1204906204906205
733,0.1966089466089466
734,-0.0571859903381642
735,0.0027590187590187
736,-0.0505758807588075
737,-0.0837813620071684
738,0.2248817966903073
739,-0.0537499999999999
740,0.175
741,0.0659411576078242
742,0.3181818181818182
743,-0.0898741105637657
744,0.1124125874125874
745,-0.1005952380952381
746,0.0727324263038549
747,0.0252986211319544
748,-0.1120388245388245
749,0.0750544034818228
750,0.1362554112554112
751,-0.0420479609995739
754,-0.0508680555555555
755,0.021725659960954
757,0.0241679467485919
758,-0.0100538971807628
759,0.0947786690433749
760,0.0751709401709401
762,-0.0718841893841894
764,-0.0576190476190476
767,-0.1087752525252525
770,0.5328888888888889
771,0.0337551652892561
772,-0.0300270276460752
773,0.1982331821617536
774,0.0356745363689808
775,0.0013036963036963
776,0.0856152322254017
777,-0.0809374999999999
778,0.0576118326118326
779,0.1439437689969604
780,0.1899489795918367
781,-0.159870337995338
782,-0.0402534965034964
783,0.3183945861830477
784,-0.1712295081967213
785,0.0270796197266785
786,-0.0381313131313131
787,-0.0075892857142857
788,0.2743333333333334
789,-0.1622507542962088
790,0.0246139277389277
791,-0.0639136904761904
792,0.0215901438628711
793,-0.0233630213138409
794,0.030593607305936
795,-0.1235663082437275
796,0.0334619302266361
797,-0.0150330687830687
798,0.1701113172541744
799,0.1225347066726377
800,-0.1264367816091954
801,0.0951186744290192
802,0.2152736549165121
803,0.104
804,-0.1193121693121693
805,-0.020770202020202
806,0.0296666666666666
807,0.17906284606866
808,0.1111772486772486
809,-0.2157952069716774
810,-0.004772948140295
811,0.19375
812,0.1879682539682539
813,-0.2575036075036074
814,-0.159375
815,-0.0428819444444444
816,0.1403116883116882
817,0.1677944862155388
818,0.0403790000848824
819,-0.0444055944055944
820,-0.1411753590325019
821,0.1378571428571428
822,0.1940035273368606
823,-0.0524886877828054
824,0.1235714285714285
825,-0.1091111111111111
826,-0.0986076301865776
827,0.011021505376344
828,0.0052116402116401
829,0.2717391304347826
830,0.6702702702702702
831,-0.0048611111111111
832,0.2518217893217893
833,-0.0357843137254902
834,-0.0502840909090909
835,0.1557164307164306
836,0.0115961199294532
837,-0.0080272108843537
838,-0.0458333333333333
839,-0.0310073390151515
840,0.0259227994227994
841,0.1124338624338624
842,-0.2862847222222222
843,0.1120967741935483
844,0.1380566801619433
845,0.1212606837606837
846,0.0965277777777777
847,0.088475665748393
848,0.0158844942935851
849,0.1385656565656566
850,0.1830729166666666
851,-0.0775779967159277
852,0.1521739130434782
853,-0.1030538302277432
855,-0.0450328407224959
856,-0.1361476608187134
857,0.0359799382716049
858,-0.0365079365079365
859,0.1797142857142857
860,0.2303125
861,0.0972451790633608
862,0.0267855503082775
863,-0.1097643097643098
864,0.1906565656565655
865,-0.0113104731525784
866,-0.0237918871252204
867,-0.1282647907647908
868,0.257437275985663
869,-0.0709491170205456
870,0.0761758511758512
871,-0.0292362802128427
872,0.0741787624140565
873,0.0224219547390279
874,0.2617777777777778
875,0.0661290322580645
876,0.2743439393939393
877,0.1622727272727272
878,0.0727023809523809
879,0.0030595238095238
880,0.0541421871779014
881,0.0407987711213517
882,-0.3829529056801783
883,0.2158279220779219
884,0.1506308506308506
885,0.1547619047619048
886,-0.0126537803281989
887,0.1032102860907208
888,-0.0792929292929292
889,0.188034188034188
890,0.0322377914483177
891,0.1909090909090909
892,-0.0325396825396825
893,0.0579365079365079
894,0.0308760683760683
895,0.1355641355641355
896,0.0543410293410293
897,0.0924836601307189
898,0.062571225071225
899,0.0012987012987013
900,0.0455270963604296
901,0.0702614379084967
902,0.2361751152073732
903,0.0052714646464646
904,-0.0238588263588263
905,0.0039351851851851
906,-0.0200396825396825
907,-0.0782661782661782
908,-0.0430082417582417
909,-0.0756687242798354
910,0.0600378787878787
911,0.0155218599367535
912,-0.2183159722222222
913,-0.2391636141636142
914,-0.0263492063492063
915,0.0232653061224489
916,-0.0068566618566618
917,0.1428571428571428
918,-0.0493500273672687
919,0.1895871985157699
920,0.0551126178785753
921,-0.1005112942612942
922,-0.0507386363636363
923,-0.0238086913086913
924,-0.0248133116883116
925,-0.0636120463898241
926,-0.2848148148148148
927,-0.0748386644219978
928,0.0150083612040133
929,-0.0926671732522796
930,0.0175925925925925
931,0.0264597505668934
932,-0.0778455284552845
933,0.0053256704980842
934,-0.0255262249827467
935,0.318460534898891
936,-0.1456746031746031
937,0.1286616161616161
938,0.3639784946236559
939,-0.0875457875457875
940,0.0630287569573283
941,-0.0251262626262626
942,-0.0459934897144199
943,0.006704260651629
944,0.0139730639730639
945,0.1142613636363636
946,0.1876748251748252
947,0.1280136684303351
948,-0.0076923076923076
949,0.0235064935064935
950,0.1079924242424242
951,-0.0469565217391304
952,-0.036875
954,-0.1157623224728488
955,0.0626190476190476
956,0.1287687687687687
957,0.1046356421356421
958,0.3780487804878049
959,-0.0663461538461538
960,0.3283289415898111
962,0.095625
963,0.0438161616161616
964,0.0322632793563026
965,0.0331465919701213
967,0.0513333333333333
968,0.2366666666666666
969,0.031594304388422
970,-0.041321044546851
971,0.076082251082251
972,-0.0629788450543167
973,-0.0007810245310245
974,0.4066964285714286
975,-0.2194444444444444
976,0.1200960497835497
977,0.2043281653746769
978,0.0545054945054945
979,-0.0684474206349206
980,-0.100997150997151
981,-0.0193877551020408
982,-0.0180744949494949
983,0.0122222222222222
984,-0.0043083900226757
985,0.3394557823129251
986,0.2456521739130434
987,0.334375
988,0.3328571428571428
989,-0.2206666666666666
990,-0.0404678986022269
991,0.1358954451345755
992,-0.1123333333333333
993,0.0698829565496232
994,0.3247619047619048
995,0.4474303155882745
996,-0.038513441291219
997,0.0835714285714285
998,-0.041796383285745
999,0.1257168458781361
1000,0.0799342105263157
1001,0.0633039388594944
1002,0.1595238095238095
1003,0.1440191387559809
1004,0.1740641711229946
1005,0.0017558099794941
1006,-0.0740583804143126
1007,0.1066709566709566
1008,0.1068655303030303
1009,-0.0135751453933272
1010,0.0258557800224466
1011,0.1284013605442177
1012,-0.0079999999999999
1013,0.0982697947214076
1014,0.259881388452817
1015,0.0510542929292929
1016,-0.1399999999999999
1017,0.3239788359788361
1018,0.0477502295684113
1019,0.0392063492063491
1020,0.0417207792207792
1021,0.119655248133509
1022,0.1676388888888889
1023,0.0030844155844155
1025,0.3668921356421357
1026,-0.0386904761904761
1027,0.0243571428571428
1028,-0.1820767195767196
1029,-0.0033841158841158
1030,0.000837456194599
1031,-0.3387455908289241
1032,-0.0382167545098579
1033,-0.0784995614407378
1034,0.1846382783882783
1035,0.0240993788819875
1036,0.0266666666666666
1037,-0.1770940170940171
1038,0.1688735177865612
1039,-0.0188405797101449
1040,0.0118820861678004
1041,-0.0116181657848324
1042,-0.02375
1043,0.0032567049808429
1044,0.1345238095238095
1045,0.2996498599439776
1046,0.1053571428571428
1047,0.0892454954954954
1048,0.1284498834498834
1049,0.2913875598086123
1050,0.1453214285714285
1051,0.2829940025252525
1052,-0.0394230769230769
1053,-0.0181818181818181
1054,0.2631313131313131
1055,0.1967626262626262
1056,0.0146013708513708
1057,-0.2103703703703703
1058,-0.1409340659340659
1059,-0.0838470017636684
1060,0.2910714285714286
1061,-0.2991935483870967
1062,0.0339568040654997
1063,0.3333333333333333
1064,-0.1186813186813187
1065,0.0988095238095238
1066,0.3372685185185186
1067,0.0245656565656565
1068,-0.0843643198906356
1069,0.3166666666666666
1070,0.2008177008177008
1071,-0.0916666666666666
1072,-0.025
1073,-0.0449342757936507
1074,0.1392857142857143
1075,-0.0179473304473304
1076,0.1812794612794613
1077,0.0994739057239057
1078,0.1306553911205074
1079,0.0338619713619713
1080,0.2264630431297098
1082,0.1431286549707602
1083,-0.1149098875661375
1084,0.0477415966386554
1085,0.3118571428571428
1086,0.0235695828719084
1087,0.0868421052631579
1088,0.0297632575757575
1089,-0.0196875
1091,-0.0546192956349206
1092,0.162037037037037
1093,0.0367003367003367
1095,0.1384872534872535
1096,0.0123015873015873
1097,0.0273351648351648
1098,0.2699675324675324
1099,0.0123148148148148
1100,0.1432291666666666
1101,-0.0529999999999999
1102,0.0292173252279635
1103,-0.0956666666666666
1104,0.1401515151515151
1105,0.031091131091131
1106,0.0491071428571428
1108,0.200678943452381
1109,0.0080038933812518
1110,0.0269572094572094
1111,0.3732142857142857
1112,-0.0426334776334776
1113,0.0075396825396825
1114,-0.0375328375328375
1115,0.0765757575757575
1116,0.2258858858858858
1117,0.03252442002442
1118,0.2036324786324786
1119,-0.1328282828282828
1120,0.0515782828282828
1121,-0.0157291666666666
1122,-0.0757544043258329
1123,0.0594104308390022
1124,-0.1566122004357299
1125,0.2141414141414141
1126,-0.1414362519201228
1127,0.2006491046831955
1128,0.1279761904761904
1129,-0.0268012422360248
1130,-0.0569520085649118
1132,-0.0288067239559776
1133,0.0722108843537415
1134,-0.1857142857142857
1135,0.2140952380952381
1136,0.0116883116883116
1137,-0.0896825396825396
1138,-0.1195833333333333
1139,0.1994389073458841
1140,0.0936507936507936
1141,0.0056756756756756
1142,-0.0464024644945697
1144,0.3369633838383837
1145,0.0867127496159754
1146,-0.008122159090909
1147,0.0423101673101673
1148,-0.0431856622430393
1149,0.2709169618260528
1150,0.1332128099173553
1151,0.0942932728647014
1152,0.0495867768595041
1153,-0.0488416988416988
1154,-0.0238888888888888
1155,0.1143208643208643
1156,0.271875
1157,-0.1531746031746031
1158,-0.0444476619476619
1159,0.048782911077993
1160,0.3571428571428571
1161,-0.0576984126984126
1162,-0.0179487179487179
1163,0.5875
1164,-0.1728395061728395
1165,0.1277173913043478
1166,0.079656862745098
1167,0.0446000224846378
1168,0.0733809523809523
1169,0.1753105590062111
1170,0.0919191919191919
1171,0.1206349206349206
1172,-0.1258852258852258
1173,-0.0420875420875421
1174,-0.4158054711246201
1175,-0.0565993788819875
1176,0.4168225108225109
1177,0.3079046201814059
1178,0.0159768009768009
1179,0.2666666666666666
1180,0.1850427350427349
1181,0.1196280991735537
1182,-0.0324667178699436
1183,-0.0584126984126984
1184,-0.0174688057040998
1185,0.1390756302521008
1186,0.1503980482794042
1187,-0.0684210526315789
1188,0.126470588235294
1189,-0.0362850729517396
1191,0.2380952380952381
1192,-0.0547313797313797
1193,0.1242905242905242
1195,0.2534090909090908
1196,0.1662870945479641
1197,0.2798701298701298
1198,0.3255967005967006
1199,-0.0161576354679802
1200,-0.300578231292517
1201,0.1330687830687831
1202,-0.1398697916666667
1203,-0.0472222222222222
1204,0.2223214285714286
1205,0.2836599073441179
1206,0.1089964494569757
1207,-0.0238095238095238
1208,-0.1736111111111111
1209,-0.1543890633176347
1211,-0.0021431419457735
1212,0.0625085508806439
1213,0.1041404612159329
1214,-0.032519608527673
1215,0.1103112291748655
1216,0.0646548541897379
1217,0.1230354136604136
1218,-0.0737244897959183
1219,0.0286976911976912
1220,-0.0379700854700854
1221,0.1388888888888889
1223,-0.0475459956709956
1224,0.2768347723704867
1225,-0.1608187134502923
1226,-0.1359848484848485
1227,0.0631944444444444
1228,-0.0682812013694366
1229,-0.1357142857142857
1230,0.0943877551020408
1231,0.0524305555555555
1232,0.164772475586429
1233,-0.096557239057239
1234,0.0148330596606458
1235,0.1519969278033794
1236,-0.2929842747613829
1238,0.0538194444444444
1239,-0.0773325358851674
1241,0.0
1242,0.1681818181818181
1243,-0.0048115079365079
1244,0.1192727272727272
1245,0.4104671717171718
1247,-0.1994855967078189
1249,-0.0652872260015117
1250,0.3392857142857143
1251,0.0705882352941176
1252,-0.0658333333333333
1253,-0.2233613373443881
1255,0.1346666666666666
1256,0.3294047619047618
1260,-0.0870408631772268
1263,0.1346726190476191
1267,0.1225206611570247
1271,0.0178310886644219
1272,0.1394912580959093
1273,0.0032944832944832
1274,0.4134731670445956
1275,-0.0815806878306878
1276,0.17835684430512
1277,0.0445364357864357
1278,-0.0555381944444444
1279,0.2972222222222222
1280,0.2497835497835497
1281,0.1720238095238095
1282,0.015
1283,0.2545454545454545
1284,0.1914614121510673
1285,0.1819727891156462
1286,0.0638528138528138
1287,0.217
1289,-0.0263039044289044
1290,0.2728166586499919
1291,-0.0178273809523809
1292,0.2286507936507937
1293,0.1485431235431235
1294,0.0106114050558494
1295,0.0741666666666667
1296,-0.1196581196581196
1297,0.0113932326177224
1298,0.2116452991452991
1299,-0.0862962962962963
1300,0.0995061728395061
1301,0.0508802308802308
1302,-0.1196111111111111
1303,0.1281110423967567
1304,0.1262030075187969
1305,0.0018181818181818
1306,-0.0119223484848484
1307,-0.0091055718475073
1308,0.0
1309,0.3507692307692308
1310,0.5214285714285715
1311,0.1701704545454545
1312,0.336875
1313,-0.1148550724637681
1314,0.1972222222222222
1315,0.3
1316,0.2690909090909091
1317,-0.0489615154237795
1318,0.1431919642857143
1319,-0.107347670250896
1320,-0.0873436748436748
1321,-0.0738275613275613
