,sentiment_subjectivity_v2
0,0.245949074074074
1,0.5838285714285714
2,0.5764285714285714
3,0.4891738334129638
4,0.4057256235827665
5,0.5377037037037036
6,0.5328571428571428
7,0.5119047619047619
8,0.6318181818181817
9,0.2944444444444444
10,0.5123511904761904
11,0.4544968919968919
12,0.6600877192982456
13,0.4102603415103416
14,0.501341896407686
15,0.5232905982905982
16,0.5196969696969699
17,0.7059329446064139
18,0.4323247354497354
19,0.5753439153439153
20,0.3714856902356901
21,0.6416666666666667
22,0.5608660130718954
23,0.3844444444444445
24,0.335079365079365
25,0.6857142857142857
26,0.5824786324786325
27,0.5533730158730158
28,0.0
29,0.5838690476190476
31,0.7451851851851852
32,0.6434210526315793
33,0.1999999999999999
34,0.6568452380952381
35,0.4542114695340501
36,0.4232699013949016
37,0.53
38,0.6674242424242424
39,0.1410714285714285
40,0.4674803591470258
41,0.5710945663531871
42,0.3884259259259259
43,0.5451499118165785
44,0.4222222222222222
45,0.6119565217391305
46,0.7026819923371647
47,0.4598063973063973
48,0.4209821428571428
49,0.682
50,0.4733870214752567
51,0.6014705882352942
52,0.5974537037037038
53,0.2790352504638218
54,0.49510582010582
55,0.5103435672514621
56,0.4466556319497496
57,0.4023255665902725
58,0.526563492063492
59,0.5173611111111112
60,0.4985595238095238
61,0.6044973544973546
62,0.5708928571428571
63,0.4928571428571429
64,0.4525
65,0.4443816241230034
66,0.4444384319384318
67,0.5681657848324515
68,0.4533837991718428
69,0.4721969696969698
70,0.5193589743589744
71,0.4573529411764706
72,0.5515572390572392
73,0.519570707070707
74,0.703683574879227
75,0.4761363636363637
76,0.5250496031746033
77,0.4499652777777778
78,0.4807156780840992
79,0.4963827838827838
80,0.8245098039215686
81,0.5375
82,0.5864118303571428
83,0.9
84,0.6378571428571427
85,0.3985890652557319
86,0.5347619047619048
87,0.427596618357488
88,0.5526695526695528
89,0.3957180500658762
90,0.5950000000000001
92,0.538425925925926
93,0.6339416330795643
94,0.4032570603999175
95,0.2177777777777778
96,0.5989130434782608
97,0.3661458333333334
98,0.7760714285714286
99,0.5637169312169311
101,0.5987179487179487
102,0.1998093176664604
103,0.5709401709401709
104,0.4553030303030304
105,0.6248299319727894
106,0.5912180814354729
107,0.386111111111111
108,0.257142857142857
109,0.3097777777777777
110,0.4925941442070473
111,0.6807471264367816
112,0.4757059314954051
113,0.7903133903133904
114,0.554398148148148
115,0.4671703296703295
116,0.5328042328042328
117,0.537641723356009
118,0.4794191919191919
119,0.4638392857142857
120,0.4385332921047206
122,0.4312942785400412
123,0.3632657572312744
124,0.4222222222222222
125,0.3614729225023342
126,0.5780555555555557
127,0.6824175824175824
128,0.6696969696969698
129,0.1806613756613755
130,0.2479166666666666
131,0.5398591174906965
132,0.5882826278659611
133,0.6169642857142857
134,0.4618939393939393
135,0.5403472222222223
136,0.748469387755102
137,0.4766402116402115
138,0.4115925925925928
139,0.438888888888889
140,0.4810185185185185
141,0.4656126482213437
142,0.4031632110579479
143,0.4652993443754314
144,0.4475663325663325
145,0.4383788625167935
146,0.3820701058201058
148,0.4851934022767356
149,0.5489748677248677
150,0.5194444444444445
151,0.4457458610684417
152,0.474437897493453
153,0.3638888888888889
154,0.4449331275720165
155,0.4476370851370851
157,0.3857142857142857
158,0.4255148709315376
159,0.4674242424242425
160,0.5596560846560846
161,0.6137333333333335
162,0.4656832298136645
163,0.2818181818181818
165,0.7873626373626373
166,0.0
167,0.463790322580645
168,0.5731159420289855
169,0.7625000000000001
170,0.6544685990338164
171,0.4735058922558922
172,0.563354700854701
173,0.3531250000000001
174,0.6751923076923076
175,0.6493333333333332
176,0.6901515151515152
177,0.6905753968253968
178,0.6060924369747899
179,0.6024864024864027
180,0.4240079365079365
181,0.4701388888888889
182,0.5171193415637859
183,0.5747615039281707
184,0.4734848484848484
185,0.3092592592592592
186,0.245
187,0.4245726495726495
188,0.4196969696969697
189,0.6272727272727274
190,0.3611111111111111
191,0.4436724386724385
192,0.5837962962962964
193,0.4812499999999998
194,0.5496638684138684
195,0.4774937343358397
196,0.5102150537634409
197,0.503782902920834
198,0.5519090780251495
199,0.393070707070707
200,0.3749834656084656
201,0.5603571428571429
202,0.6076785714285714
203,0.4671296296296296
204,0.5310714285714285
205,0.3501746031746032
206,0.4664772727272727
207,0.6289062500000002
208,0.4726322751322752
209,0.6758597883597884
210,0.5465277777777778
211,0.7639705882352942
212,0.4781746031746032
213,0.3465277777777779
214,0.4897017797017797
215,0.3036796536796536
216,0.345084175084175
217,0.5555555555555556
218,0.5544610855094727
219,0.5458786005661005
220,0.4615599017384732
221,0.5932754182754182
222,0.5726495726495727
223,0.4628571428571428
224,0.5021505376344085
225,0.5731428571428572
226,0.4661003637566138
227,0.5831009615384615
229,0.5714726631393298
230,0.6376157407407408
231,0.4531519205432249
232,0.4678571428571429
233,0.4238453500522467
234,0.5782331094831097
235,0.4077450980392156
236,0.5670260809149696
237,0.582179487179487
238,0.4102484472049689
239,0.6792434715821813
240,0.542746913580247
241,0.7259259259259259
242,0.3805952380952382
243,0.3607385039203221
244,0.5076923076923077
245,0.4531954887218045
246,0.4061838624338625
247,0.7555555555555556
248,0.6652046783625731
249,0.4125953984287317
250,0.388095238095238
251,0.5515151515151514
252,0.3570526695526695
253,0.5995572916666667
254,0.4373185941043083
255,0.5113917500124396
256,0.6963561076604554
257,0.5622222222222222
258,0.5061965811965813
259,0.6098412698412696
260,0.3366762866762867
262,0.5379464285714285
263,0.4616359588920565
264,0.617142857142857
265,0.4853856029591323
266,0.4257619047619049
267,0.5153846153846154
268,0.406368686868687
269,0.6573512906846241
270,0.5380952380952383
271,0.6229166666666668
272,0.5216557734204795
273,0.4564536340852129
274,0.4203661375661375
275,0.3513968253968253
276,0.6037070707070707
277,0.6499999999999998
278,0.4176883632240776
280,0.5876543209876544
281,0.5865333740333738
282,0.3752050264550264
283,0.40546783625731
284,0.5177350427350427
285,0.6105381546558017
287,0.5888888888888889
288,0.4853363415258577
289,0.4652821505094233
290,0.4811111111111111
291,0.4075
292,0.4757486151840991
293,0.413265306122449
294,0.6185134310134311
295,0.3765873015873017
296,0.5722619047619049
297,0.4588355654761905
299,0.5626736111111111
301,0.4365635997988938
302,0.4733918128654971
303,0.4797619047619047
304,0.6723443223443224
305,0.4323174603174603
306,0.517636483886484
307,0.5061026936026936
308,0.5053571428571428
309,0.4573620823620822
310,0.5467765567765567
311,0.4727272727272726
312,0.4317460317460317
313,0.5873906797567512
314,0.5407490079365079
315,0.5278514963297571
316,0.3547619047619047
317,0.3766722408026756
318,0.4876543209876544
319,0.3995
320,0.2119444444444444
321,0.5110047619047619
322,0.4510937499999999
323,0.5082611832611832
324,0.2269824735449735
326,0.2712082130832131
327,0.2206409331409331
328,0.4872474747474747
329,0.4891304347826086
330,0.4588888888888888
331,0.5421993848900628
332,0.488008658008658
333,0.3038945578231293
334,0.3463541666666666
335,0.5426091269841271
336,0.5875
337,0.628095238095238
338,0.5770238095238095
339,0.4532061688311689
340,0.296339599246576
342,0.6333333333333332
343,0.3804160654160655
345,0.6298992673992674
346,0.809837962962963
347,0.3144230769230769
349,0.4915577342047931
350,0.3423844537815125
351,0.4775644841269841
352,0.5239759314759314
353,0.355
354,0.5649305555555556
355,0.7374183006535949
356,0.5458959899749374
357,0.2787464387464387
358,0.5969494047619048
359,0.3125992063492063
360,0.6193802521008402
361,0.4890190972222222
362,0.6417283950617281
363,0.5327104377104377
364,0.625947940947941
365,0.44625
366,0.743939393939394
367,0.5466115051221435
369,0.3791938997821351
370,0.521741452991453
371,0.5327670645852464
372,0.5647058823529413
373,0.5195312499999999
374,0.4456173456173456
375,0.3867283950617284
376,0.4662509219175885
378,0.2954613095238094
379,0.3784226190476191
380,0.5843434343434344
381,0.6163232600732601
382,0.4152173913043477
383,0.5732828282828283
384,0.6406666666666666
385,0.5530505952380952
386,0.4927083333333334
387,0.6848888888888889
388,0.565798611111111
389,0.6041666666666665
390,0.4574074074074074
392,0.5236772486772486
393,0.4738151927437641
394,0.753958333333333
395,0.4716999050332384
396,0.4425059417706476
397,0.4479381642117491
398,0.4897450267985982
399,0.423547569854388
400,0.6826923076923076
401,0.4064411027568921
402,0.4934150524616624
403,0.5356797138047138
404,0.4459523809523811
405,0.2409722222222222
406,0.6379166666666667
407,0.5148520923520923
408,0.4724619466554951
409,0.5465277777777777
410,0.6514322916666667
411,0.587503306878307
412,0.2277777777777777
413,0.5515627890627892
414,0.3452546296296296
415,0.7000000000000001
416,0.4065454545454544
417,0.4642456836535784
418,0.3396464646464647
419,0.42123778998779
420,0.5819037835986991
421,0.6415637860082306
422,0.3696386946386946
423,0.2831582633053222
424,0.5247222222222222
425,0.3214814814814815
426,0.9392241379310344
427,0.5508660871756113
428,0.5438298611111112
429,0.5740000000000001
430,0.5787200022200023
431,0.5791149916149917
432,0.4970085470085471
433,0.1828042328042327
434,0.4998280423280423
435,0.6462365591397851
436,0.5641306417348084
437,0.4419302398989898
438,0.5628902116402116
439,0.5428298611111111
440,0.6111793154761904
441,0.2312499999999999
442,0.4792735042735042
443,0.4249131944444444
444,0.5333946608946608
445,0.6397058823529411
446,0.6680555555555555
447,0.6568001443001442
448,0.5477725304998032
449,0.5398611111111112
450,0.5056388888888887
451,0.4866071428571428
452,0.583488455988456
453,0.460573593073593
454,0.4160869565217391
455,0.5189814814814815
456,0.57375
457,0.4818627450980392
458,0.6628484848484847
459,0.4621212121212121
460,0.588949013949014
461,0.6130034722222223
462,0.6803418803418804
463,0.7617063492063492
464,0.3944444444444444
465,0.5655065694539378
466,0.5054074074074074
467,0.5905092592592595
468,0.4202020202020202
469,0.4202561327561328
470,0.4864117364117364
471,0.8327513227513226
472,0.4738000755857899
473,0.4802595954769867
475,0.4588235294117647
476,0.4927579365079365
477,0.6176536426536428
478,0.5516940235690235
479,0.5336343594676929
480,0.5528679653679653
481,0.4861842105263158
482,0.6044117647058822
483,0.5775462962962962
484,0.6458333333333331
485,0.41765873015873
486,0.5356951793062903
487,0.4428571428571429
488,0.5848484848484848
489,0.5512362637362638
490,0.4728174603174604
491,0.5493827160493827
492,0.4657738095238095
493,0.5871504157218445
494,0.5112499999999999
495,0.5039264828738513
496,0.4281746031746031
497,0.530801209372638
498,0.6955782312925172
499,0.4581793206793207
500,0.3973429951690822
501,0.5164096320346322
502,0.0953125
504,0.4598021026592456
506,0.5799796747967481
507,0.442027417027417
508,0.4906837606837607
509,0.6595063025210085
510,0.5451453308596167
511,0.5568269272814728
512,0.4461356159272825
513,0.4719171075837742
514,0.3267376142376142
515,0.548779761904762
516,0.5031882868089765
517,0.5137737262737262
518,0.7275
519,0.4482778795278795
520,0.5251206349206348
521,0.5202083333333333
522,0.3252350427350427
523,0.456060606060606
524,0.6622707070707069
525,0.4697484100261878
526,0.4704585537918871
527,0.5149122807017544
528,0.6963924963924963
529,0.507142857142857
530,0.4218518518518518
531,0.6899999999999998
532,0.4200793650793651
533,0.783816425120773
534,0.4333333333333333
535,0.5640972222222222
536,0.4715626340626341
537,0.5555555555555555
538,0.5422277903256166
539,0.5510085978835978
540,0.5709595959595959
541,0.5762225723622783
542,0.4900347222222223
543,0.4729699467199466
544,0.5965319865319865
545,0.5725529100529103
546,0.5801190476190475
547,0.4261274359759209
548,0.4882147287410445
549,0.3592592592592592
550,0.5291306732483204
551,0.4527164502164502
552,0.6485088985088988
553,0.5625
554,0.4166335978835978
555,0.6462121212121212
556,0.4831128747795414
557,0.2706349206349206
558,0.5748872180451127
559,0.5428816738816739
560,0.0
561,0.5180961399711399
562,0.2594280240831964
563,0.4847222222222223
564,0.5493750000000001
565,0.5456841138659322
566,0.5600000000000003
567,0.6218749999999998
568,0.6915043290043291
569,0.5469940476190477
570,0.3932613168724279
571,0.6944444444444443
572,0.3610517618582134
573,0.47929086632575
574,0.3520202020202019
575,0.4642857142857143
576,0.498776455026455
578,0.5536904129009391
579,0.5669607426303854
580,0.5935185185185183
581,0.3969202898550723
582,0.563783141461713
583,0.4985347985347986
584,0.558461538461538
585,0.4004964726631394
586,0.474963924963925
587,0.6002645502645502
588,0.5647222222222222
589,0.2602072310405643
590,0.4357142857142856
591,0.4739698412698412
592,0.4974053724053724
593,0.5329413179413178
594,0.3634575569358177
596,0.5374368686868686
597,0.4553703703703703
598,0.5333333333333333
599,0.4921497584541064
600,0.614047619047619
601,0.4997826086956521
602,0.5745312500000002
603,0.5081711525189787
604,0.5473152578415735
605,0.6350649350649352
606,0.4888888888888889
607,0.4683333333333334
608,0.4412698412698413
609,0.5749231950844854
610,0.5222732345779222
611,0.536
612,0.9454545454545454
613,0.4322604350382127
614,0.6
615,0.4744623655913979
616,0.5580597643097643
617,0.3607142857142856
618,0.4353497474747474
619,0.4536310070400979
620,0.5682962962962963
621,0.5370038242679753
622,0.2483333333333333
623,0.6268292124542126
624,0.5383630952380952
625,0.4302419354838708
626,0.5117195767195767
627,0.6375
628,0.4917582417582418
629,0.3333333333333333
630,0.6375992063492064
631,0.5243055555555555
632,0.5710945663531871
633,0.5353294853294853
634,0.4560613275613277
635,0.4356767285744559
636,0.5191941391941393
637,0.6340455840455839
638,0.3874514991181657
639,0.5003225806451613
640,0.4071800595238095
641,0.4798214285714287
642,0.4911111111111111
643,0.4308888888888889
644,0.338614417989418
645,0.4740740740740741
646,0.4499999999999999
647,0.519997113997114
648,0.5463038548752838
649,0.5680434782608695
650,0.5417919799498746
651,0.6690962099125363
652,0.4429761904761904
653,0.5291666666666666
654,0.43316508682888
655,0.4522304568816195
656,0.5628000240500242
657,0.6915211640211641
658,0.65792242703533
659,0.7552852852852854
660,0.5814814814814814
661,0.4136507936507936
662,0.4898438508194605
663,0.6228174603174603
664,0.3337611607142856
665,0.4007961309523809
666,0.5251810515873018
667,0.597584541062802
668,0.5344797178130511
669,0.5315440115440118
670,0.5896825396825397
671,0.5940126050420168
672,0.5122791580400277
673,0.5362745098039216
674,0.5154752154752154
675,0.5398504273504272
676,0.8099999999999999
677,0.5832031249999999
678,0.5480555555555555
679,0.5810763888888889
680,0.4397321428571428
681,0.4646846846846845
682,0.4892349837662337
683,0.4456349206349206
684,0.559051909051909
685,0.5648148148148148
686,0.4540178571428573
687,0.7916666666666666
688,0.5772817460317461
689,0.5592794612794612
690,0.7452876984126985
691,0.6083333333333333
692,0.4457142857142857
693,0.5644126984126985
694,0.4116883116883116
695,0.3455409356725145
696,0.4748148148148148
697,0.5977734663710276
698,0.628613945578231
699,0.2873626373626375
700,0.4633993055555555
701,0.6218518518518519
702,0.5789627896613191
703,0.5531454248366012
704,0.7246656378600823
705,0.3791666666666666
706,0.7921180555555556
707,0.4665831596387153
708,0.5763285024154589
709,0.4926829268292682
710,0.6229166666666666
712,0.369973544973545
713,0.5379820936639118
714,0.5
715,0.54
716,0.5539682539682541
717,0.3901340996168582
718,0.4538011695906432
719,0.5163592844545227
720,0.2638888888888889
721,0.676365995115995
722,0.5598310693138279
723,0.4391751700680272
724,0.5808650793650793
725,0.4603930461073319
727,0.504978354978355
728,0.4161616161616161
729,0.6324494949494951
730,0.5134276437847866
731,0.6113567649281935
732,0.428127428127428
733,0.4778219696969696
734,0.31515522875817
735,0.5251248386116806
736,0.3676681783824641
737,0.4560344827586207
738,0.4876262626262628
739,0.4377450980392157
740,0.4123214285714286
741,0.4691615402141718
743,0.4098972922502333
744,0.4982954545454545
745,0.4758012820512821
746,0.646005291005291
747,0.4673232323232323
748,0.5825185185185187
749,0.3983816542490012
750,0.4354471286289467
751,0.4468907018907018
754,0.5208470169677067
755,0.5059721782282759
757,0.5401528512639623
758,0.433464360587002
759,0.4520639083139083
760,0.3577243589743589
762,0.5889383048817013
764,0.427473544973545
767,0.4427115987460814
770,0.4894179894179895
771,0.4750519904931669
772,0.579824434824435
773,0.4339161706349206
774,0.553441749748568
775,0.4765267756934423
776,0.5552669552669555
777,0.5438304093567252
778,0.3163833456516383
779,0.4700438596491227
780,0.424231950844854
781,0.4631230063795853
782,0.5682359047202798
783,0.4556732949590092
784,0.657296511627907
785,0.4938246097337007
786,0.2378066378066377
787,0.5014109347442681
788,0.5076719576719575
789,0.4662248677248678
790,0.623632154882155
791,0.4632857142857143
792,0.569690909090909
793,0.6470378474182825
794,0.4542582417582418
795,0.4010869565217392
796,0.4775396825396826
797,0.4361238095238095
798,0.4076996927803379
799,0.4888141151777516
800,0.5148333333333334
801,0.432780612244898
802,0.4586796536796537
803,0.46125
804,0.5065848214285714
805,0.4218954248366013
806,0.4562469135802469
807,0.3792057479557479
808,0.4919900058788948
809,0.6446296296296296
810,0.4404195011337868
811,0.3033333333333333
812,0.6053323412698411
813,0.7243506493506495
814,0.459375
815,0.4898148148148148
816,0.5331709956709957
817,0.5208683473389355
818,0.6522826908541194
819,0.4121900826446282
820,0.4130485527544351
821,0.3330357142857142
822,0.4158189033189033
823,0.5042307692307693
824,0.6422932330827067
825,0.4272222222222223
826,0.3385147392290251
827,0.4541461412151067
828,0.4431161236424396
829,0.5964646464646464
830,0.4360000000000001
831,0.3216666666666666
832,0.6957142857142857
833,0.5157407407407407
834,0.6068530128874958
835,0.5207605820105823
836,0.4700510204081633
837,0.4106732348111658
838,0.512797619047619
839,0.6799462365591399
840,0.5697062389770723
841,0.443609022556391
842,0.7125000000000001
843,0.4588333333333333
844,0.5112570356472795
845,0.6062830687830687
846,0.4055555555555555
847,0.4949035812672175
848,0.6728174603174604
849,0.532962962962963
850,0.4744444444444445
851,0.5918412698412701
852,0.5316176470588236
853,0.5368793243793243
855,0.4620952380952382
856,0.5147238756613757
857,0.4249206349206349
858,0.4715902410346855
859,0.5534632034632035
860,0.5219047619047619
861,0.3883387445887445
862,0.4626023473652784
863,0.6852272727272727
864,0.6055555555555555
865,0.4667481264255457
866,0.5605220734126986
867,0.6262710984301895
868,0.4882489106753814
869,0.6230664908008657
870,0.518999104343932
871,0.4554224386724386
872,0.3535298035298034
873,0.3395275506386617
874,0.4313271604938271
875,0.6511363636363635
876,0.4581904761904761
877,0.4885449735449735
878,0.2941596638655461
879,0.472473544973545
880,0.5274473304473305
881,0.5608049886621315
882,0.7641933269982051
883,0.4742283950617285
884,0.452905785970302
885,0.5242424242424243
886,0.487249503968254
887,0.5951924377705626
888,0.4070987654320988
889,0.5766718106995885
890,0.445589133089133
891,0.4892140151515152
892,0.4820818070818071
893,0.4210427689594356
894,0.4739400584795322
895,0.4936202686202685
896,0.5883702311333889
897,0.3513251133786849
898,0.327880658436214
899,0.5065656565656566
900,0.4767213642213642
901,0.3808080808080808
902,0.493860229276896
903,0.4844321594321596
904,0.4383640830069402
905,0.4216049382716049
906,0.4318236714975845
907,0.5267919146825398
908,0.5559623015873015
909,0.4506766381766384
910,0.2696969696969697
911,0.3661888924084046
912,0.6795634920634921
913,0.5635664682539684
914,0.4968314093314093
915,0.5464285714285714
916,0.4747513399299115
917,0.6001488095238096
918,0.5250647451963242
919,0.5197314049586775
920,0.3993297212047212
921,0.4033469218953089
922,0.5313692480359147
923,0.3603802447552447
924,0.5650369238604532
925,0.4691965105601469
926,0.6119047619047621
927,0.3514845423936333
928,0.4987947382478632
929,0.6558627752176138
930,0.5509259259259259
931,0.3968602060707323
932,0.382986111111111
933,0.4553909465020577
934,0.3939797410192147
935,0.6195398351648351
936,0.681962481962482
937,0.4674146224146224
938,0.6774691358024691
939,0.3787087912087912
940,0.5682129173508486
941,0.5163367546432062
942,0.4214402757736091
943,0.6216575091575091
944,0.5026984126984128
945,0.5607323232323232
946,0.6055098707876486
947,0.5330737433862435
948,0.5209935897435898
949,0.5113215488215487
950,0.4642302656191546
951,0.5986666666666667
952,0.4708333333333334
954,0.6217220376522704
955,0.5264512471655329
956,0.5318287037037038
957,0.55813943001443
958,0.6046296296296296
959,0.3479166666666665
960,0.5707979797979801
962,0.3022727272727273
963,0.41675
964,0.3976330970183431
965,0.6004884004884004
967,0.581578947368421
968,0.5966666666666666
969,0.6185592185592187
970,0.6734077993337253
971,0.3549783549783549
972,0.432051282051282
973,0.3912549868432222
974,0.5179365079365079
975,0.6436507936507937
976,0.5934006211180123
977,0.6203703703703703
978,0.4657792207792209
979,0.5328235653235651
980,0.3972222222222222
981,0.5340225563909774
982,0.4514417270531401
983,0.5321666253306879
984,0.4155337941628264
985,0.5382936507936507
986,0.6697530864197532
987,0.5307692307692308
988,0.4869588744588744
989,0.6723958333333334
990,0.4259241622574956
991,0.5239440247252747
992,0.6312500000000001
993,0.3995910973084887
994,0.7289635854341736
995,0.3433760683760684
996,0.6789588554720134
997,0.33125
998,0.4341947348044909
999,0.5347800925925928
1000,0.4593954248366014
1001,0.4423124098124099
1002,0.5303571428571427
1003,0.56
1004,0.2749999999999999
1005,0.4992361804861805
1006,0.5015695573622404
1007,0.5227142857142857
1008,0.5106439393939394
1009,0.4751165501165501
1010,0.4010707070707071
1011,0.6148109243697479
1012,0.4166666666666667
1013,0.5776854754440962
1014,0.5275152625152625
1015,0.495750609543713
1016,0.2666666666666666
1017,0.4837566137566138
1018,0.4826629935720845
1019,0.5087585034013606
1020,0.3989684794372294
1021,0.5376576576576576
1022,0.5801874999999999
1023,0.415993265993266
1025,0.5900072150072148
1026,0.3625
1027,0.421369992441421
1028,0.5148182957393485
1029,0.4766450216450216
1030,0.4798910622984697
1031,0.4880799755799755
1032,0.4896133378673063
1033,0.5089962207105063
1034,0.4489795918367347
1035,0.5773129251700679
1036,0.5064583333333333
1037,0.6026308760683761
1038,0.3702465834818776
1039,0.5603703703703703
1040,0.6673050379572119
1041,0.469515306122449
1042,0.2424019607843137
1043,0.454040404040404
1044,0.5427083333333333
1045,0.588293650793651
1046,0.6678571428571428
1047,0.4239735958485957
1048,0.4267151515151515
1049,0.5808238636363636
1050,0.5928571428571429
1051,0.6461038961038961
1052,0.6431818181818183
1053,0.4799382716049383
1054,0.5717171717171717
1055,0.5432986111111111
1056,0.6432121971595656
1057,0.4225427350427351
1058,0.7500517598343686
1059,0.5390947420634921
1060,0.5921052631578949
1061,0.769047619047619
1062,0.4085156585156585
1063,0.76
1064,0.4707482993197279
1065,0.5405092592592592
1067,0.5044191919191919
1068,0.701219992129083
1069,0.575
1070,0.5107059607059607
1071,0.6666666666666666
1072,0.4388888888888888
1073,0.4493314354727398
1074,0.3515714285714284
1075,0.507560568086884
1076,0.6452083333333334
1077,0.6278991841491841
1078,0.5032536907536909
1079,0.66176364485188
1080,0.442616096025187
1082,0.4070987654320988
1083,0.3046420304232803
1084,0.4024801587301587
1085,0.639543650793651
1086,0.3573185774798678
1087,0.4535714285714285
1088,0.5461725955204217
1089,0.471969696969697
1091,0.4928571428571428
1092,0.5909090909090907
1093,0.3425925925925926
1095,0.3816378066378066
1096,0.3847222222222222
1097,0.5911309523809525
1098,0.6678571428571429
1099,0.245949074074074
1100,0.537847222222222
1101,0.5469298245614035
1102,0.5285204081632653
1103,0.6011574074074074
1104,0.5624999999999999
1105,0.598433312719027
1106,0.5701127819548872
1108,0.4997578197945845
1109,0.432802343159486
1110,0.5204599104599104
1111,0.5123724489795918
1112,0.4826140873015873
1113,0.2732142857142857
1114,0.4867257228368341
1115,0.4825069745069745
1116,0.4985346215780998
1117,0.406798245614035
1118,0.4397376543209876
1119,0.5330284552845527
1120,0.4930158730158731
1121,0.5043560606060608
1122,0.4876386898126029
1123,0.5110938578329882
1124,0.4546471471471471
1125,0.4019444444444445
1126,0.5920100732600733
1127,0.6216373411534701
1128,0.5261574074074074
1129,0.4717717086834734
1130,0.4450832130832131
1132,0.487134787560924
1133,0.4518062397372743
1134,0.6191402116402116
1135,0.5271428571428571
1136,0.4633730158730159
1137,0.6177213868003343
1138,0.6250000000000001
1139,0.5796307798481714
1140,0.5173280423280423
1141,0.1986274509803922
1142,0.3506025867136977
1144,0.4853281853281855
1145,0.4901927437641725
1146,0.4633848368893011
1147,0.5297390109890111
1148,0.5020663265306122
1149,0.724246031746032
1150,0.3891774891774893
1151,0.7871164021164021
1152,0.4140909090909091
1153,0.629761904761905
1154,0.4309722222222222
1155,0.4425443604015032
1156,0.6977272727272726
1157,0.6003968253968255
1158,0.4551521164021164
1159,0.3729500891265597
1160,0.5966666666666665
1161,0.4229938271604939
1162,0.4782852564102563
1163,0.8714285714285716
1164,0.5209876543209878
1165,0.4477777777777778
1166,0.3929112554112554
1167,0.4902110749332973
1168,0.5565709617180206
1169,0.5726615646258504
1170,0.4544696969696969
1171,0.8407407407407407
1172,0.5126863876863876
1173,0.5853310886644219
1174,0.722283272283272
1175,0.6071056547619048
1176,0.6098989898989899
1177,0.5701848625629113
1178,0.37565905504502
1179,0.4023809523809524
1180,0.5594444444444444
1181,0.3462481962481963
1182,0.4266968253968254
1183,0.4311210317460317
1184,0.4788961038961039
1185,0.5905844155844157
1186,0.3082988980716253
1187,0.6814814814814816
1188,0.6464285714285715
1189,0.6168152109328581
1191,0.5178571428571428
1192,0.4014991181657847
1193,0.5914682539682539
1195,0.4806818181818182
1196,0.5000367430922985
1197,0.6626847290640395
1198,0.6174336533032185
1199,0.6449851190476191
1200,0.6972420634920635
1201,0.3269444444444444
1202,0.439094650205761
1203,0.2861111111111111
1204,0.5796703296703296
1205,0.4815558179194544
1206,0.6225228475228476
1207,0.2704861111111111
1208,0.5034722222222222
1209,0.4842682854779628
1211,0.4414015151515152
1212,0.518947903947904
1213,0.4996527777777779
1214,0.5147959183673471
1215,0.5515326278659612
1216,0.413731527093596
1217,0.5429550608122037
1218,0.617965367965368
1219,0.4562925170068025
1220,0.5173888888888889
1221,0.5142156862745099
1223,0.4195793095793095
1224,0.612970362970363
1225,0.4534814814814815
1226,0.5294696969696969
1227,0.5358796296296297
1228,0.5580723580723582
1229,0.3559523809523809
1230,0.6336734693877552
1231,0.4830665024630541
1232,0.4877649769585254
1233,0.3628968253968254
1234,0.3542328042328042
1235,0.5533809523809524
1236,0.465666711760462
1238,0.3280555555555555
1239,0.4916666666666666
1241,0.0
1242,0.3999999999999999
1243,0.3471064814814815
1244,0.328
1245,0.7097979797979798
1247,0.5935672514619883
1249,0.5263696876600104
1250,0.4642857142857143
1251,0.496153846153846
1252,0.6594212962962963
1253,0.5146018583518586
1255,0.5131746031746032
1256,0.6524250440917108
1260,0.291719276094276
1263,0.4342391304347825
1267,0.5616161616161616
1271,0.4518325617283951
1272,0.2916989155625519
1273,0.3662534435261708
1274,0.63184126984127
1275,0.4474964985994397
1276,0.7075369075369076
1277,0.4456777597402597
1278,0.4370512820512821
1279,0.5147435897435897
1280,0.384375
1281,0.3193650793650793
1282,0.4461805555555556
1283,0.4506493506493507
1284,0.5392339544513459
1285,0.4157894736842104
1286,0.487610229276896
1287,0.5433333333333333
1289,0.6251602564102564
1290,0.4687723321651891
1291,0.3181171319102354
1292,0.6543024227234754
1293,0.5037179487179488
1294,0.480429292929293
1295,0.3829166666666667
1296,0.3493827160493826
1297,0.4524773242630385
1298,0.5795717592592592
1299,0.4341787439613528
1300,0.4448830409356727
1301,0.5094328703703705
1302,0.5176904761904761
1303,0.5645450036075036
1304,0.6515380952380952
1305,0.703
1306,0.4982386363636364
1307,0.5364452798663326
1308,0.0
1309,0.5877777777777777
1310,0.6920634920634919
1311,0.573048668503214
1312,0.5652777777777778
1313,0.4744444444444445
1314,0.5481481481481482
1315,0.825
1316,0.4087121212121212
1317,0.4579814118629908
1318,0.6688095238095237
1319,0.4497863247863248
1320,0.5884849773242632
1321,0.5102600250626568
